Reward_Name,Platform,XP,Items,Confidence,Language,Quest_Text_From_CFF,Suggested_Quest_IDs,Quest_Descriptions
"BefreiungShiel1Kommandant","P5",40,"[]",0.250,"English","ui_item_quest_dwarfshield_burst","NOT_FOUND","No matching quest in database"
"BefreiungShiel2Dryaden","P5",140,"[]",0.250,"English","ui_item_quest_dwarfshield_burst","NOT_FOUND","No matching quest in database"
"PurpurnesBanner1Kettchen","P5",35,"[]",0.250,"English","The House of Utran in the Shiel fell through the hands of a traitor. He has kidnapped Lord Tynar's w","NOT_FOUND","No matching quest in database"
"FluesterndeStadt4Endkampf","P16",450,"[]",0.250,"English","sste dieser ehemalige Stadtkern im Norden der Insel zu finden sein!","NOT_FOUND","No matching quest in database"
"FluesterndeStadt5Maske","P16",350,"[]",0.250,"English","Bring mir die Maske! Du hast meine Pl","NOT_FOUND","No matching quest in database"
"DurchdenSpalt1Hin","P23",1300,"[]",0.250,"English","Brannigan's old headquarters reign over the Northwest of the Forest of Shadows. It's the first hindr","NOT_FOUND","No matching quest in database"
"DurchdenSpalt2Her","P23",1300,"[]",0.250,"English","ui_item_quest_feather_01","NOT_FOUND","No matching quest in database"
"AtmenderWald2Portal","P30",3000,"[]",0.250,"English","Are you sure that you want to enter this portal?","NOT_FOUND","No matching quest in database"
"KreisSchluss4Soulforger","P32",10000,"[]",0.250,"English","By killing the soulforger! He his the most powerful being I ever created. He forged the iron men fro","NOT_FOUND","No matching quest in database"
"FugisBroughtToMap","P105",175,"[]",0.250,"English","ui_item_quest_map_01","NOT_FOUND","No matching quest in database"
"SQScaramangirKilled","P105",1500,"[]",0.250,"English","This ability permits the use of small bladed weapons that give fighters or those skilled in magic so","NOT_FOUND","No matching quest in database"
"ResistenteGargoyle1Tot","P202",10000,"[]",0.250,"English","This is where you can learn new abilities. In total; you can learn up to 10 new abilities.","NOT_FOUND","No matching quest in database"
"SQSethHealed","P204",5000,"[]",0.250,"English","As soon as Seth has killed Briar; advance to the base camp.","NOT_FOUND","No matching quest in database"
"SQBotschafterGefunden","P204",5000,"[]",0.250,"English","hrer der Orks erbeuten! Bring sie zu mir; sobald du sie gefunden hast!","NOT_FOUND","No matching quest in database"
"SQBotschafterTot","P204",10000,"[]",0.250,"English","This is where you can learn new abilities. In total; you can learn up to 10 new abilities.","NOT_FOUND","No matching quest in database"
"SQSchutzgeldSmall","P204",6000,"[]",0.250,"English","This ability permits the use of small bladed weapons that give fighters or those skilled in magic so","NOT_FOUND","No matching quest in database"
"SQSchutzgeldMedium","P204",12000,"[]",0.250,"English","With the small headquarters; you can support a maximum of thirty combat units. Medium-sized or large","NOT_FOUND","No matching quest in database"
"SQSchutzgeldLarge","P204",18000,"[]",0.250,"English","Sinwen Whiteleaf is looking for components of a large spellwork in the leafshade. She needs a few it","NOT_FOUND","No matching quest in database"
"VieleTrolleKommenAn","P206",7000,"[]",0.250,"English","I wouldn't stop you; but the trail there is controlled by the Goblin hordes. We had to give up the P","NOT_FOUND","No matching quest in database"
"WenigeTrolleKommenAn","P206",3000,"[]",0.250,"English","I wouldn't stop you; but the trail there is controlled by the Goblin hordes. We had to give up the P","NOT_FOUND","No matching quest in database"
"HolyArtefact1Gefunden","P209",4000,"[]",0.250,"English","The guardian in Mulandir is demanding the four fragments of a magical glass artefact before he will ","NOT_FOUND","No matching quest in database"
"HolyArtefact2Gefunden","P209",4000,"[]",0.250,"English","The guardian in Mulandir is demanding the four fragments of a magical glass artefact before he will ","NOT_FOUND","No matching quest in database"
"P210KarteErreicht","P210",5000,"[]",0.250,"English","SchatzkisteP210_SidequestKey_AO2","NOT_FOUND","No matching quest in database"
"AugenSet1Solved","P210",3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She will then lead her gro","NOT_FOUND","No matching quest in database"
"AugenSet2Solved","P210",3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She will then lead her gro","NOT_FOUND","No matching quest in database"
"AugenSet3Solved","P210",3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She will then lead her gro","NOT_FOUND","No matching quest in database"
"AugenSet4Solved","P210",3500,"[]",0.250,"English","Give word to Lian; as soon as the way to the settlement is safe for them. She will then lead her gro","NOT_FOUND","No matching quest in database"
"Room2SensoSolved","P210",14000,"[]",0.250,"English","Quest Menu - View quest related items; as well as a list of completed and unsolved quests.","NOT_FOUND","No matching quest in database"
"Room7ChessboardCrossed","P210",15000,"[]",0.250,"English","Here; somewhere in the ruinous rests of the once mightiful halls; Korshar the bonecrusher is waiting","NOT_FOUND","No matching quest in database"
"MonumenteZwerg1Claimed","P211",4000,"[]",0.250,"English","Ich bringe Kunde vom Hetman der Zwerge.","NOT_FOUND","No matching quest in database"
"MonumenteZwerg2Claimed","P211",4000,"[]",0.250,"English","Ich bringe Kunde vom Hetman der Zwerge.","NOT_FOUND","No matching quest in database"
"BeideMumienCampsPlatt","P213",15000,"[]",0.250,"English","The way to the east is being guarded by Brannigan's armies. In the North and the South; there are la","NOT_FOUND","No matching quest in database"
"P107KarteErreicht","P107",275,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P108KarteErreicht","P108",350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P109KarteErreicht","P109",350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P110KarteErreicht","P110",350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P111KarteErreicht","P111",350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P113KarteErreicht","P113",350,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P115KarteErreicht","P115",400,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P203KarteErreicht","P203",1500,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P204KarteErreicht","P204",3000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P205KarteErreicht","P205",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P206KarteErreicht","P206",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P207KarteErreicht","P207",4500,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P208KarteErreicht","P208",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P209KarteErreicht","P209",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P211KarteErreicht","P211",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P212KarteErreicht","P212",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"P213KarteErreicht","P213",5000,"[]",0.250,"Italian","Aber bis Ihr das Portal dorthin erreicht; erwartet Euch noch ein harter Kampf!","NOT_FOUND","No matching quest in database"
"SchlachtUmBrunnenfels1","P9",100,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf","NOT_FOUND","No matching quest in database"
"SchlachtUmBrunnenfels2","P9",150,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf","NOT_FOUND","No matching quest in database"
"SchlachtUmBrunnenfels2a","P9",150,"[]",0.250,"German","Sucht Marcia in Brunnenfels auf","NOT_FOUND","No matching quest in database"
"AtmenderWald1Waldherz","P30",2000,"[]",0.250,"German","Das alte Hauptquartier Brannigans beherrscht den Nordwesten des Schattenwaldes. Es ist das erste Hin","NOT_FOUND","No matching quest in database"
"HlStaetteBaumGepflanzt","P202",10000,"[]",0.250,"German","chter wird ihn also verteidigen. Der Splitter ist unterhalb eines Steines in der Mitte des Baumrunds","NOT_FOUND","No matching quest in database"
"SQHaendlerFriedlich","P204",10000,"[]",0.250,"German","re scheinen die friedlichere der beiden Parteien zu sein. Von ihnen ist eher Hilfe zu erwarten.","NOT_FOUND","No matching quest in database"
"SQAuftragGescheitert","P204",3000,"[]",0.250,"German","Durch das Westtor. Im Auftrag des Ordens von Greyfell.","NOT_FOUND","No matching quest in database"
"FluesterndeStadt1Item1","P16",250,"[]",0.200,"English","ui_item_quest_ring_iron","NOT_FOUND","No matching quest in database"
"FluesterndeStadt2Item2","P16",250,"[]",0.200,"English","ui_item_quest_ring_iron","NOT_FOUND","No matching quest in database"
"FluesterndeStadt3Item3","P16",250,"[]",0.200,"English","ui_item_quest_ring_iron","NOT_FOUND","No matching quest in database"
"KreisSchluss1Tor1","P32",2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector","NOT_FOUND","No matching quest in database"
"KreisSchluss2Tor2","P32",2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector","NOT_FOUND","No matching quest in database"
"KreisSchluss3Tor3","P32",2000,"[]",0.200,"English","ui_btn_build_troll_corpsecollector","NOT_FOUND","No matching quest in database"
"SQTiondriaMordfallSolved","P105",1300,"[]",0.200,"English","Quest Menu - View quest related items; as well as a list of completed and unsolved quests.","NOT_FOUND","No matching quest in database"
"SQTiondriaObjekteEingesetzt","P111",350,"[]",0.200,"English","To the Firefangs! I'm hot on the trail of Tiondria! Darius's book finally gave me the right clue!","NOT_FOUND","No matching quest in database"
"SQTiondriaMordfallHalfSolved","P105",750,"[]",0.167,"English","ui_item_quest_ring_shadow_half_01","NOT_FOUND","No matching quest in database"
"SQTiondriaMordfallNotSolved","P105",100,"[]",0.167,"English","Another ring for Ortah's collection","NOT_FOUND","No matching quest in database"
"ExitDoorToP211Opened","P210",25000,"[]",0.167,"English","ui_item_quest_hadekodoll_doorkeeper","NOT_FOUND","No matching quest in database"
