Quest_ID,Quest_Name,Platform,Description_Preview,Reward_Match_Here
803,"Quest 803","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
804,"Quest 804","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
805,"Quest 805","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
806,"Quest 806","P7","Dankt den Ahnen; Freunde! Die Hazim sind besiegt!",
807,"Quest 807","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
808,"Quest 808","P7","Dankt den Ahnen; Freunde! Die Hazim sind besiegt!",
809,"Quest 809","P7","",
811,"Quest 811","P7","Holla; immer langsam! Es kann sein; das ich weiß; wie man in den Palast kommt ..",
812,"Quest 812","P7","Ihr könnt mich in den Palastgarten bringen?",
813,"Quest 813","P7","Geschäftlich? Ja; natürlich .. Diese Alyah; ja! Ich errinnere mich; ha ha! Ehm .",
814,"Quest 814","P7","Hab ihr die 10 Goldstücke?",
816,"Quest 816","P7","",
864,"Quest 864","P7","",
878,"Quest 878","P7","Ich bin ein Runenkrieger der hier ist; um die Dryade aufzusuchen.",
879,"Quest 879","P7","Habt Ihr die Zutaten für den Traumwein?",
880,"Quest 880","P7","",
889,"Quest 889","P7","Hab ihr die 10 Goldstücke?",
890,"Quest 890","P7","",
894,"Quest 894","P7","Wie Ihr meint; Freund. Dann also weiter nach Süden! Gebt Alyah Bescheid; sobald ",
895,"Quest 895","P7","Wie Ihr meint; Freund. Dann also weiter nach Süden! Gebt Alyah Bescheid; sobald ",
896,"Quest 896","P7","Wie Ihr meint; Freund. Dann also weiter nach Süden! Gebt Alyah Bescheid; sobald ",
897,"Quest 897","P7","Ich brauche noch 10 Gold; vorher komme ich nicht mit! Ihr wisst ja nicht; was di",
915,"Quest 915","P7","",
916,"Quest 916","P7","",
917,"Quest 917","P7","",
919,"Quest 919","P7","",
920,"Quest 920","P7","",
921,"Quest 921","P7","",
922,"Quest 922","P7","",
923,"Quest 923","P7","",
924,"Quest 924","P7","",
925,"Quest 925","P7","",
926,"Quest 926","P7","",
927,"Quest 927","P7","",
938,"Quest 938","P7","Ich bin ein Runenkrieger der hier ist; um die Dryade aufzusuchen.",
939,"Quest 939","P7","",
945,"Quest 945","P7","Heda; Runenkrieger! Nun lasst mich schon frei!",
946,"Quest 946","P7","Holla; immer langsam! Es kann sein; das ich weiß; wie man in den Palast kommt ..",
951,"Quest 951","P7","Holla; immer langsam! Es kann sein; das ich weiß; wie man in den Palast kommt ..",
952,"Quest 952","P7","",
953,"Quest 953","P7","",
954,"Quest 954","P7","",
955,"Quest 955","P7","",
966,"Quest 966","P7","",
967,"Quest 967","P7","",
968,"Quest 968","P7","",
969,"Quest 969","P7","",
972,"Quest 972","P7","",
1002,"Quest 1002","P7","",
1003,"Quest 1003","P7","",
1004,"Quest 1004","P7","",
1011,"Quest 1011","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1012,"Quest 1012","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1013,"Quest 1013","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1014,"Quest 1014","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1015,"Quest 1015","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1016,"Quest 1016","P7","So; dass reicht! Das war ein guter Kampf! Ihr seid mittlerweile ein würdiger Geg",
1018,"Quest 1018","P7","Sehr gut! Es wird den anderen Spielern eine Lehre sein. Allerdings gibt es ein p",
1019,"Quest 1019","P7","Seth; ich habe ein Geschenk für Euch ...",
1020,"Quest 1020","P7","",
1021,"Quest 1021","P7","",
1022,"Quest 1022","P7","",
1023,"Quest 1023","P7","",
1024,"Quest 1024","P7","",
1025,"Quest 1025","P7","",
1026,"Quest 1026","P7","",
1027,"Quest 1027","P7","",
1028,"Quest 1028","P7","Des Kaisers Hand möge Euch segnen; Feldherr ... Bei den Gräbern meiner Ahnen! Ih",
1029,"Quest 1029","P7","Das Gora ist erwacht! Es kehrt in sein altes Jagdrevier zurück!",
1030,"Quest 1030","P7","Das Gora ist erwacht! Es kehrt in sein altes Jagdrevier zurück!",
1031,"Quest 1031","P7","Ich nehme lieber die Vorräte.",
1033,"Quest 1033","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1034,"Quest 1034","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1035,"Quest 1035","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1036,"Quest 1036","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1037,"Quest 1037","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1038,"Quest 1038","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1039,"Quest 1039","P7","Ach; diese Edelsteine gibt es doch zuhauf! Seht; ich habe selbst einen.",
1041,"Quest 1041","P7","Bitte zieht sie aus; damit ich sie nehmen kann.",
1057,"Quest 1057","P7","Nein; wir sollten erst einmal unsere Aufgabe hier abschließen. Aber ich wäre Euc",
1058,"Quest 1058","P7","Dann kommt wieder; wenn Ihr soweit seid! Aber sputet Euch; die Stadt wird mit je",
1061,"Quest 1061","P7","",
1064,"Quest 1064","P7","",
1065,"Quest 1065","P7","",
1068,"Quest 1068","P7","",
1071,"Quest 1071","P7","Na hoppla; was wollt Ihr denn wieder hier? Mich jetzt endgültig in den Ruin trei",
1072,"Quest 1072","P7","",
1073,"Quest 1073","P7","Flink; was haltet Ihr davon; wenn Ihr Euch nützlich macht und einige der Wachen ",
1074,"Quest 1074","P7","Ohne das Gold im Beutel wird der Eintreiber den Betrug erkennen! Ich fürche wir ",
1075,"Quest 1075","P7","Ach wisst Ihr ... eigentlich bin ich ja schuld.",
1076,"Quest 1076","P7","Ach wisst Ihr ... eigentlich bin ich ja schuld.",
1081,"Quest 1081","P7","",
1082,"Quest 1082","P7","",
473,"Quest 473","P78","Selektieren Sie den Seelenfels und aktivieren Sie ihn unten in der Aktionsleiste",
474,"Quest 474","P78","Selektieren Sie den Seelenfels und aktivieren Sie ihn unten in der Aktionsleiste",
475,"Quest 475","P78","Sie haben als Belohnung zusätzliche Erfahrungspunkte gewonnen und von dem Soldat",
476,"Quest 476","P78","Sie können Leichen und Truhen nicht durchsuchen; wenn in der Nähe noch ein Feind",
477,"Quest 477","P78","Gratuliere! Wenn Sie in Ihr Questbuch schauen; werden Sie feststellen; dass Sie ",
478,"Quest 478","P78","Gratuliere! Wenn Sie in Ihr Questbuch schauen; werden Sie feststellen; dass Sie ",
112,"Quest 112","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
114,"Quest 114","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
115,"Quest 115","P9","Was gibt es?",
116,"Quest 116","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
117,"Quest 117","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
118,"Quest 118","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
119,"Quest 119","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
120,"Quest 120","P9","Was gibt es?",
121,"Quest 121","P9","Ein Runenkrieger? Von Eurer Sorte haben wir hier schon lange keinen mehr gesehen",
125,"Quest 125","P9","Wisst Ihr etwas über Hokan Ashir?",
126,"Quest 126","P9","",
127,"Quest 127","P9","Was gibt es?",
345,"Quest 345","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
346,"Quest 346","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
419,"Quest 419","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
420,"Quest 420","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
452,"Quest 452","P9","",
464,"Quest 464","P9","Wisst Ihr etwas über Hokan Ashir?",
465,"Quest 465","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
468,"Quest 468","P9","Bald ist es soweit! Die Späher sind zurück! Ihr Heer sammelt sich!",
